tokens,labels
"['On O', 'December O', '28 O', 'a O', 'suicide B-SUICIDE_ATTACK', 'bomber I-SUICIDE_ATTACK', 'and O', 'other O', 'explosions O', 'at O', 'a O', 'Shiite O', 'cultural O', 'centre O', 'in O', 'Kabul O', 'killed O', 'at O', 'least O', '41 O', 'people O', 'in O', 'an O', 'attack O', 'claimed O', 'by O', 'the O', 'Islamic O', 'State O', 'group O', 'that O', 'may O', 'have O', 'been O', 'aimed O', 'at O', 'a O', 'pro-Iran O', 'news O', 'outlet O', 'based O', 'in O', 'the O', 'building. O']","['O', 'O', 'O', 'O', 'B-SUICIDE_ATTACK', 'I-SUICIDE_ATTACK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'deceased O', 'was O', 'identified O', 'as O', 'Sohail O', 'Nisar O', 'Sayyed, O', '20, O', 'a O', 'resident O', 'of O', 'Sayyednagar, O', 'Hadapsar. O', 'According O', 'to O', 'the O', 'complaint, O', 'Sayyed O', 'was O', 'riding O', 'near O', 'the O', 'Shivaji O', 'Maharaj O', 'statue O', 'in O', 'Sasanenagar, O', 'when O', 'the O', 'truck O', 'rammed B-ACCIDENTS', 'into O', 'him. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O']"
"['Police O', 'said O', 'that O', 'the O', 'brakes O', 'of O', 'the O', 'truck O', 'had O', 'failed. O', 'The O', 'railways, O', 'however, O', 'said O', 'the O', 'derailment O', 'was O', 'because O', 'of O', 'the O', '""road O', 'lorry O', 'hitting B-TRAIN_COLLISION', 'the O', 'train O', 'at O', 'the O', 'closed O', 'level O', 'crossing O', 'gate O', 'overlooking O', 'all O', 'safety O', 'warnings"". O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRAIN_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Telangana O', 'Police’s O', 'elite O', 'Greyhounds O', 'force O', 'on O', 'Friday O', 'swooped B-SHOOT_OUT', 'on O', 'a O', 'Naxal O', 'camp O', 'deep O', 'inside O', 'Chhattisgarh’s O', 'Bijapur O', 'district, O', 'killing O', 'at O', 'least O', '10 O', 'Maoists O', 'which O', 'may O', 'include O', 'some O', 'senior O', 'cadre O', 'members, O', 'officials O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['LUDHIANA: O', 'In O', 'a O', 'major O', 'fire B-FIRE', 'incident I-FIRE', 'in O', 'a O', 'hosiery O', 'located O', 'in O', 'Kalyan O', 'Nagar O', 'four O', 'people O', 'got O', 'suffocated O', 'to O', 'death O', 'on O', 'Wednesday O', 'morning. O', 'These O', 'were O', 'working O', 'in O', 'factory O', 'as O', 'labourers O', 'and O', 'were O', 'on O', 'night O', 'shift O', 'when O', 'incident B-FIRE', 't', 'O', 'place. O', 'The O', 'fire O', 'officials O', 'claimed O', 'when O', 'they O', 'reached O', 'third O', 'floor O', 'of O', 'factory O', 'after O', 'dousing O', 'fire B-FIRE', 'from O', 'lower O', 'floors O', 'of O', 'factory O', 'these O', 'were O', 'lying O', 'there O', 'in O', 'unconscious O', 'state. O']","['O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In O', 'another O', 'mishap, B-ACCIDENTS', 'fruit O', 'vendor O', 'Kani, O', '56, O', 'of O', 'Melaanmarainaadu O', 'near O', 'Rajapalayam, O', 'had O', 'come O', 'to O', 'Thiruvenkatam O', 'to O', 'offer O', 'prayers O', 'in O', 'a O', 'temple O', 'along O', 'with O', 'his O', 'wife O', 'Rajalakshmi, O', '53, O', 'on O', 'a O', 'bike. O', 'As O', 'they O', 'were O', 'crossing O', 'Chathrapatti O', 'bus-stop O', 'after O', 'offering O', 'prayers, O', 'another O', 'bike O', 'hit B-ACCIDENTS', 'Kani’s O', 'two-wheeler O', 'from O', 'behind. O', 'The O', 'couple O', 'fell O', 'on O', 'the O', 'ground O', 'and O', 'sustained O', 'injuries. O']","['O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Police O', 'say O', 'at O', 'least O', 'four O', 'people O', 'have O', 'been O', 'killed O', 'and O', 'several O', 'injured O', 'in O', 'a O', 'head-on O', 'collision B-VEHICULAR_COLLISION', 'between O', 'a O', 'bus O', 'and O', 'a O', 'truck O', 'in O', 'southern O', 'Serbia. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'truck O', 'driver O', 'fled O', 'before O', 'the O', 'collision B-TRAIN_COLLISION', 'as O', 'the O', 'train O', 'was O', 'partially O', 'derailed O', 'due O', 'to O', 'the O', 'impact O', 'as O', 'per O', 'a O', 'statement O', 'by O', 'the O', 'federal O', 'police. O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-TRAIN_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['One O', 'person O', 'was O', 'killed O', 'and O', '22 O', 'others O', 'were O', 'hurt O', 'in O', 'a O', 'train B-TRAIN_COLLISION', 'collision I-TRAIN_COLLISION', 'in O', 'the O', 'central O', 'Austrian O', 'state O', 'of O', 'Styria O', 'on O', 'Monday, O', 'media O', 'reported. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRAIN_COLLISION', 'I-TRAIN_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'accident B-TRANSPORT_HAZARDS', 'occurred O', 'when O', 'the O', 'vehicle O', 'was O', 'proceeding O', 'from O', 'Pathanamthitta O', 'in O', 'Kerala O', 'to O', 'Bengaluru. O']","['O', 'B-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""An O', 'electric O', 'short O', 'circuit O', 'in O', 'the O', 'ground O', 'floor O', 'of O', 'the O', 'multi-storeyed O', 'building O', 'caused O', 'the O', 'fire. B-FIRE', 'Seven O', 'bikes O', 'parked O', 'there O', 'caught O', 'fire B-FIRE', 'and O', 'soon O', 'their O', 'fuel O', 'tanks O', 'exploded. O', 'The O', 'fire B-FIRE', 'spread O', 'to O', '24 O', 'flats O', 'in O', 'the O', 'building,"" O', 'said O', 'DIG O', 'Upendra O', 'Agarwal. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There O', 'was O', 'no O', 'immediate O', 'claim O', 'of O', 'responsibility, O', 'but O', 'the O', 'attack O', 'bears O', 'the O', 'hallmark O', 'of O', 'Boko O', 'Haram, O', 'which O', 'typically O', 'mounts O', 'suicide B-SUICIDE_ATTACK', 'attacks I-SUICIDE_ATTACK', 'in O', 'crowded O', 'public O', 'places, O', 'such O', 'as O', 'mosques O', 'and O', 'markets. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SUICIDE_ATTACK', 'I-SUICIDE_ATTACK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['3 O', 'killed O', 'as O', 'taxi O', 'hits B-VEHICULAR_COLLISION', 'mini O', 'truck O', 'in O', 'Gadchiroli O']","['O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O']"
"['The O', 'toll O', 'in O', 'the O', 'explosion B-INDUSTRIAL_ACCIDENT', 'at O', 'an O', 'industrial O', 'park O', 'in O', 'eastern O', 'China O', 'climbed O', 'steeply O', 'to O', '44 O', 'on O', 'Friday O', 'morning O', 'as O', 'a O', 'number O', 'of O', 'people O', 'succumbed O', 'to O', 'their O', 'injuries. O']","['O', 'O', 'O', 'O', 'B-INDUSTRIAL_ACCIDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Andhra O', 'Pradesh: O', 'Biker O', 'killed O', 'in O', 'accident B-ACCIDENTS', 'in O', 'TN, O', 'body O', 'found O', 'in O', 'truck O']","['O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Three O', 'persons O', 'were O', 'killed O', 'when O', 'the O', 'car O', 'in O', 'which O', 'they O', 'were O', 'travelling O', 'collided B-VEHICULAR_COLLISION', 'with O', 'a O', 'lorry O', 'near O', 'Pollachi O', 'on O', 'Sunday. O', 'While O', 'two O', 'persons O', 'died O', 'on O', 'the O', 'spot, O', 'the O', 'third O', 'person O', 'died O', 'while O', 'being O', 'taken O', 'to O', 'a O', 'hospital. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Twelve O', 'hurt O', 'as O', 'German O', 'train B-TRAIN_COLLISION', 'crashes I-TRAIN_COLLISION', 'into O', 'lorry O']","['O', 'O', 'O', 'O', 'B-TRAIN_COLLISION', 'I-TRAIN_COLLISION', 'O', 'O']"
"['He O', 'said O', 'the O', 'circumstances O', 'of O', 'the O', 'crash B-AVIATION_HAZARD', 'were O', 'unknown. O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-AVIATION_HAZARD', 'O', 'O']"
"['Newspaper O', 'boy O', 'dies O', 'in O', 'road B-ACCIDENTS', 'accident I-ACCIDENTS']","['O', 'O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS']"
"['AIADMK O', 'MP O', 'S O', 'Rajendran O', 'killed O', 'in O', 'car B-ACCIDENTS', 'accident I-ACCIDENTS', 'near O', 'Tindivanam O', 'in O', 'Tamil O', 'Nadu; O', 'three O', 'others O', 'critically O', 'injured O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Another O', 'encounter B-SHOOT_OUT', 'broke O', 'out O', 'in O', 'Laam O', 'village O', 'of O', 'Tral O', 'area O', 'in O', 'Pulwama O', 'after O', 'the O', 'militants O', 'fired B-SHOOT_OUT', 'upon O', 'a O', 'search O', 'party O', 'of O', 'security O', 'forces. O']","['O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'fire B-FIRE', 'was O', 'so O', 'severe O', 'that O', '21 O', 'fire O', 'tenders O', 'and O', '160 O', 'personnel O', 'had O', 'to O', 'be O', 'pressed O', 'into O', 'action O', 'to O', 'douse O', 'the O', 'flames O', 'in O', 'an O', 'operation O', 'that O', 'lasted O', 'for O', 'more O', 'than O', 'five O', 'hours. O', 'Locals O', 'have O', 'claimed O', 'that O', 'property O', 'worth O', 'crores O', 'was O', 'gutted O', 'in O', 'the O', 'fire. O']","['O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['According O', 'to O', 'police, O', 'the O', 'incident B-VEHICULAR_COLLISION', 't', 'O', 'place O', 'as O', 'car O', 'driver O', 'Mohammed O', 'Siraj O', 'drove O', 'in O', 'the O', 'wrong O', 'side O', 'of O', 'the O', 'road O', 'and O', 'hit O', 'the O', 'autorickshaw. O', 'The O', 'victims O', 'have O', 'been O', 'identified O', 'as O', 'Zainabi, O', '45, O', 'and O', 'her O', 'elder O', 'sister O', 'Zohra, O', '55. O']","['O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Karachi: O', 'At O', 'least O', '27 O', 'people O', 'were O', 'killed O', 'and O', 'over O', 'a O', 'dozen O', 'others O', 'injured O', 'when O', 'an O', 'oil O', 'tanker O', 'collided B-VEHICULAR_COLLISION', 'with O', 'a O', 'passenger O', 'bus O', 'in O', 'the O', 'Hub O', 'area O', 'of O', ""Pakistan's O"", 'Balochistan O', 'province, O', 'police O', 'said O', 'Tuesday. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['JAIPUR: O', 'Three O', 'persons O', 'were O', 'killed O', 'and O', 'many O', 'got O', 'injured O', 'after O', 'a O', 'truck-trailer O', 'rammed B-ACCIDENTS', 'into O', 'a O', 'roadways O', 'bus O', 'in O', 'Chittorgarh O', 'district O', 'on O', 'Sunday. O', 'The O', 'deceased O', 'have O', 'been O', 'identified O', 'as O', 'Shabnam, O', 'Haroon O', 'and O', 'Sattu O', 'Nath. O', 'The O', 'roadways O', 'bus O', 'was O', 'carrying O', 'around O', '30 O', 'passengers O', 'travelling O', 'from O', 'Chittorgarh O', 'to O', 'Nimbahera. O', 'The O', 'mishap B-ACCIDENTS', 'happened O', 'when O', 'the O', 'bus O', 'driver O', 'applied O', 'sudden O', 'brakes O', 'close O', 'to O', 'a O', 'flyover O', 'near O', 'Arniya O', 'Panth. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['On O', 'Tuesday, O', 'at O', 'least O', 'four O', 'people O', 'were O', 'killed O', 'and O', '15 O', 'wounded O', 'by O', 'rebel B-SHOOT_OUT', 'fire I-SHOOT_OUT', 'on O', 'the O', 'capital, O', 'state O', 'television O', 'reported. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'I-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“Once O', 'the O', 'patient O', '[Sheikh] O', 'regains O', 'consciousness, O', 'we O', 'will O', 'take O', 'his O', 'statement. O', 'We O', 'are O', 'yet O', 'to O', 'determine O', 'the O', 'exact O', 'cause O', 'of O', 'him O', 'falling B-CRIME', 'off I-CRIME', 'the O', 'train,” O', 'said O', 'Bagde. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CRIME', 'I-CRIME', 'O', 'O', 'O', 'O']"
"['The O', 'derailment B-TRAIN_COLLISION', 'of O', 'the O', '12582 O', 'New O', 'Delhi- O', 'Manduadih O', 'Superfast O', 'train O', 'happened O', 'between O', '10.30pm O', 'and O', '10.45pm O', 'after O', 'it O', 'departed O', 'from O', 'platform O', 'number O', '13, O', 'the O', 'DCP O', 'said. O']","['O', 'B-TRAIN_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'accident B-AVIATION_HAZARD', 't', 'O', 'place O', 'around O', '0745 O', 'hrs. O']","['O', 'B-AVIATION_HAZARD', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Two O', 'sisters, O', 'on O', 'their O', 'way O', 'to O', 'a O', 'hospital O', 'in O', 'an O', 'ambulance, O', 'were O', 'killed O', 'after O', 'a O', 'speeding O', 'truck O', 'hit B-VEHICULAR_COLLISION', 'their O', 'vehicle O', 'near O', 'Kherki O', 'Daula O', 'toll O', 'plaza O', 'in O', 'Gurugram O', 'in O', 'the O', 'early O', 'hours O', 'of O', 'Friday, O', 'police O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'crash B-AVIATION_HAZARD', 'occurred O', 'while O', 'the O', 'plane O', 'belonging O', 'to O', 'Summit O', 'Air O', 'was O', 'trying O', 'to O', 'take O', 'off O', 'from O', 'Lukla O', 'for O', 'Kathmandu O', 'on O', 'Sunday O', 'morning, O', 'said O', 'aviation O', 'official O', 'Raj O', 'Kumar O', 'Chhetri. O', 'He O', 'said O', 'the O', 'plane O', 'skidded O', 'off O', 'the O', 'runaway, O', 'hitting B-AVIATION_HAZARD', 'the O', 'helicopter O', 'of O', 'Manang O', 'Air. O']","['O', 'B-AVIATION_HAZARD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AVIATION_HAZARD', 'O', 'O', 'O', 'O', 'O']"
"['CHENNAI: O', 'Three O', 'incidents B-FIRE', 'of O', 'fire B-FIRE', 'were O', 'reported O', 'in O', 'Nungambakkam, O', 'Madhavaram O', 'and O', 'Kelambakkam O', 'on O', 'Friday O', 'night O', 'and O', 'Saturday. O']","['O', 'O', 'B-FIRE', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A O', '22-year-old O', 'man O', 'from O', 'Delhi, O', 'who O', 'was O', 'on O', 'his O', 'way O', 'to O', 'his O', 'house O', 'on O', 'a O', 'motorcycle, O', 'died O', 'after O', 'being O', 'hit B-ACCIDENTS', 'by O', 'an O', 'unidentified O', 'vehicle O', 'near O', 'the O', 'Sirhaul O', 'toll O', 'plaza, O', 'the O', 'police O', 'said O', 'on O', 'Sunday. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['According O', 'to O', 'sources, O', 'K. O', 'Appla O', 'Suri O', 'was O', 'severely O', 'injured O', 'while O', 'his O', 'wife O', 'suffered O', 'minor O', 'injuries. O', 'The O', 'house O', 'was O', 'damaged O', 'partially O', 'under O', 'the O', 'impact O', 'of O', 'the O', 'explosion. B-NORMAL_BOMBING', 'The O', 'injured O', 'were O', 'shifted O', 'to O', 'King O', 'George O', 'Hospital O', '(KGH). O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORMAL_BOMBING', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Three O', 'killed O', 'as O', 'speeding O', 'auto O', 'hits B-ACCIDENTS', 'divider O', 'on O', 'Mathura O', 'Road O']","['O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O']"
"['The O', 'intensity O', 'of O', 'the O', 'accident B-VEHICULAR_COLLISION', 'could O', 'be O', 'gauged O', 'by O', 'the O', 'fact O', 'that O', 'the O', 'tractor O', 'trolley O', 'was O', 'badly O', 'mangled O', 'in O', 'the O', 'crash. B-VEHICULAR_COLLISION', 'The O', 'mangled O', 'tractor-trolley O', 'was O', 'removed O', 'with O', 'the O', 'help O', 'of O', 'cranes O', 'to O', 'restore O', 'the O', 'traffic. O']","['O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'cause O', 'of O', 'the O', 'fire B-FIRE', 'was O', 'not O', 'yet O', 'known, O', 'the O', 'official O', 'added. O']","['O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This O', 'was O', 'the O', 'second O', 'major O', 'fire B-FIRE', 'incident I-FIRE', 'the O', 'city O', 'witnessed O', 'in O', 'the O', 'last O', 'three O', 'days. O']","['O', 'O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“So O', 'many O', 'lives O', 'were O', 'sacrificed O', 'and O', 'the O', 'people O', 'of O', 'our O', 'city, O', 'as O', 'well O', 'as O', 'those O', 'throughout O', 'the O', 'country, O', 'have O', 'fallen O', 'into O', 'deep O', 'grief,” O', 'the O', 'city’s O', 'mayor, O', 'Park O', 'Il-ho, O', 'told O', 'reporters, O', 'appearing O', 'visibly O', 'distressed. O', 'Many O', 'patients O', '“walked O', 'though O', 'fire B-FIRE', 'and O', 'smoke” O', 'to O', 'escape O', 'from O', 'the O', 'Sejong O', 'Hospital O', 'as O', 'the O', 'main O', 'exit O', 'was O', 'on O', 'the O', 'first O', 'floor, O', 'which O', 'was O', 'ablaze, B-FIRE', 'a O', 'city O', 'official O', 'told O', 'Reuters. O', 'Those O', 'on O', 'upper O', 'floors O', 'used O', 'ladders O', 'and O', 'plastic O', 'escape O', 'slides O', 'to O', 'flee, O', 'while O', 'firefighters O', 'carried O', 'some O', 'who O', 'could O', 'not O', 'walk. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“The O', 'sentry O', 'at O', 'the O', 'camp O', 'noticed O', 'two O', 'suspicious O', 'people O', 'at O', 'around O', '4.30 O', 'am, O', 'carrying O', 'backpacks O', 'and O', 'weapons. O', 'He O', 'challenged O', 'them O', 'and O', 'opened B-SHOOT_OUT', 'fire,” I-SHOOT_OUT', 'a O', 'spokesman O', 'of O', 'the O', 'CRPF O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'I-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Two O', 'killed O', 'as O', 'truck B-TRANSPORT_HAZARDS', 'falls I-TRANSPORT_HAZARDS', 'into O', 'river O', 'in O', ""Uttarakhand's O"", 'Chamoli O']","['O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'blast, B-MISCELLANEOUS', 'thought O', 'to O', 'have O', 'been O', 'caused O', 'by O', 'a O', 'gas O', 'leak, O', 'damaged O', '48 O', 'apartments O', 'in O', 'a O', '10-storey O', 'building O', 'in O', 'the O', 'industrial O', 'city O', 'of O', 'Magnitogorsk O', 'on O', 'Monday, O', 'killing O', 'at O', 'least O', 'seven O', 'people O', 'with O', '36 O', 'people O', 'still O', 'missing. O']","['O', 'B-MISCELLANEOUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
